State,Scheme,Cycle,n_High,n_Medium,n_Low,p_High,p_Medium,p_Low,k_High,k_Medium,k_Low,OC_High,OC_Medium,OC_Low,pH_Alkaline,pH_Acidic,pH_Neutral,EC_NonSaline,EC_Saline,S_Sufficient,S_Deficient,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient,Latitude,Longitude,District,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.0,85.0,Odagaon,0.06,0.06,0.05,0.12,3.11,2.45,6.88,9.11,9.49,2.32,0.1,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.0,85.25,Ranapur,0.11,0.04,0.03,0.08,2.59,2.88,6.91,8.68,9.07,2.69,0.19,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.0,85.5,Nirakarpur,0.74,0.02,0.02,0.0,3.55,7.14,6.05,9.13,7.72,0.86,2.1,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.0,85.75,Delanga,0.09,0.0,0.0,0.0,1.48,2.7,7.05,15.39,13.07,3.77,2.65,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.0,86.0,Nimapada,0.32,0.0,0.13,0.0,7.75,2.69,9.33,14.56,10.47,4.72,4.34,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.0,86.25,Kakatpur,0.13,0.02,0.24,0.0,8.62,4.27,8.05,14.52,11.39,4.05,3.72,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,82.5,Boden,0.0,0.0,0.0,0.01,0.02,6.57,8.45,7.75,14.29,2.14,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,82.75,Khariar,0.0,0.05,0.27,0.23,0.37,3.47,8.12,7.64,12.02,5.05,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,83.0,Sindhekela,0.0,0.49,0.16,0.01,0.27,1.45,5.72,6.28,7.87,1.96,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,83.25,Kesinga,0.0,0.02,0.72,0.05,0.84,5.09,11.37,13.4,11.85,3.5,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,83.5,Madanpur Rampur,0.0,0.05,0.69,0.0,0.44,5.56,7.69,10.05,8.24,2.72,0.09,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,83.75,Baliguda,0.0,0.07,0.76,0.0,0.25,6.96,5.94,9.37,7.04,2.77,0.12,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,84.0,Baliguda,0.0,0.42,1.53,0.0,0.41,7.21,6.68,8.24,8.07,3.88,0.03,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,84.25,Tikabali,0.0,0.36,1.22,0.0,0.47,7.73,8.41,7.47,7.21,3.68,0.03,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,84.5,Chakapada,0.0,0.6,0.53,0.12,1.87,5.34,7.93,7.27,7.23,2.78,0.01,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,84.75,Dasapalla,0.0,0.52,0.57,0.3,3.32,5.69,8.76,7.82,9.39,2.72,0.12,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,85.0,Nayagarh Sadar,0.0,0.19,0.09,0.02,3.15,4.32,9.42,9.39,11.88,2.92,0.1,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,85.25,Fategarh,0.0,0.02,0.07,0.03,2.65,4.37,10.08,7.87,9.56,3.48,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,85.5,Khordha,0.13,0.25,0.26,0.07,4.3,8.37,7.69,9.66,8.33,3.4,1.1,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,85.75,Tamando,0.01,0.01,0.12,0.0,4.64,6.19,9.39,14.03,11.11,5.16,2.25,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,86.0,Gobindpur,0.09,0.03,0.32,0.13,6.93,2.99,7.98,12.86,14.03,3.67,4.23,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,86.25,Tirtol,0.08,0.0,0.02,0.01,9.6,4.86,6.91,15.83,13.36,2.81,2.8,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.25,86.5,Kujang,0.12,0.19,0.04,0.05,7.14,7.68,9.76,15.62,13.02,3.48,3.17,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,82.5,Komna,0.0,0.01,0.0,0.17,0.13,5.18,8.25,5.09,12.75,5.03,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,82.75,Turekela,0.0,0.71,0.18,0.3,0.67,4.86,7.85,11.21,9.54,3.29,0.15,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,83.0,Belpara,0.0,0.64,0.4,0.02,0.72,4.65,6.63,13.69,9.74,3.03,0.13,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,83.25,Saintala,0.0,0.08,0.57,0.07,0.48,2.67,7.28,13.53,11.11,1.66,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,83.5,Tushura,0.0,0.02,0.25,0.1,0.42,4.32,8.83,13.06,11.17,2.41,0.02,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,83.75,Kantamal,0.0,0.11,0.87,0.05,0.41,7.12,8.5,12.81,10.04,2.82,0.07,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,84.0,Gochhapada,0.0,0.23,0.92,0.12,0.87,6.91,8.82,10.56,9.56,1.79,0.01,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,84.25,Khajuripada,0.0,1.13,0.55,0.08,0.42,3.46,5.43,10.28,10.35,3.34,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,84.5,Puruna Katak,0.0,0.27,0.14,0.04,0.87,4.36,8.14,9.18,6.88,2.18,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,84.75,Gania,0.0,0.38,0.29,0.02,1.13,4.32,9.3,9.5,5.05,2.94,0.24,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,85.0,Narasinghpur,0.0,0.7,0.5,0.17,1.93,4.4,10.28,9.65,5.74,3.62,0.58,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,85.25,Kanpur,0.0,0.03,0.3,0.09,3.52,5.31,11.12,9.62,8.62,3.56,0.01,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,85.5,Tigiria,0.02,0.45,0.24,0.14,3.19,5.78,8.78,8.78,6.87,2.6,0.8,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,85.75,Choudwar,0.0,0.72,0.14,0.18,3.27,3.84,9.98,11.57,10.92,2.25,0.71,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,86.0,Jagatpur,0.07,0.0,0.22,0.36,4.38,6.04,7.36,14.48,13.38,3.42,1.65,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,86.25,Nischintakoili,0.1,0.43,0.15,0.14,5.34,6.39,6.11,16.35,10.58,4.35,2.08,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,86.5,Kendrapara Sadar,0.1,0.6,0.13,0.23,6.07,7.38,8.0,15.63,12.42,4.21,2.44,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.5,86.75,Mahakalapada,0.07,0.43,0.13,0.2,6.0,7.12,7.41,15.12,10.65,4.48,2.52,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,82.5,Nuapada,0.08,0.82,0.17,0.08,0.6,2.57,8.23,6.53,10.87,3.03,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,82.75,Khaprakhol,0.06,0.85,0.12,0.08,0.61,2.73,7.33,7.97,12.85,2.9,0.01,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,83.0,Patnagarh,0.05,0.14,0.3,0.09,1.42,3.6,8.61,8.98,12.71,2.86,0.02,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,83.25,Balangir,0.0,0.0,0.58,0.56,1.34,2.07,11.7,12.07,10.83,1.59,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,83.5,Balangir,0.01,0.09,0.06,0.06,0.26,3.81,8.07,14.7,11.68,2.56,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,83.75,Tarbha,0.02,0.74,0.09,0.01,0.31,1.78,6.21,14.58,9.36,1.69,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,84.0,Manamunda,0.0,0.43,0.16,1.46,0.72,2.99,7.0,11.72,8.99,1.62,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,84.25,Baudh Sadar,0.0,2.71,0.73,0.25,0.15,2.49,6.84,12.21,8.32,4.52,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,84.5,Athmallik,0.02,0.93,0.22,0.1,0.58,3.06,6.09,9.74,9.47,2.53,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,84.75,Purunakot,0.01,0.4,0.81,0.41,3.36,4.62,7.08,11.45,5.98,4.62,0.84,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,85.0,Bantala,0.0,0.71,0.49,0.19,2.22,3.37,10.09,10.11,4.04,4.21,0.76,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,85.25,Bhusan Steel Limited,0.0,0.41,0.42,0.3,2.28,5.57,12.22,10.65,4.7,2.38,0.41,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,85.5,Dhenkanal Sadar,0.0,1.82,0.32,0.89,4.13,4.45,11.51,9.95,4.53,2.72,0.73,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,85.75,Gandia,0.0,1.27,0.07,0.44,3.28,6.55,9.81,10.84,8.66,3.35,0.96,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,86.0,Nihalprasad,0.0,1.19,0.03,1.43,3.86,7.03,7.88,13.76,9.63,3.14,1.94,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,86.25,Jajpur Sadar,0.0,0.29,0.1,0.23,4.6,6.19,6.69,13.97,6.15,3.41,2.14,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,86.5,Binjharpur,0.03,0.48,0.3,0.11,7.07,6.64,6.88,17.88,9.0,5.02,2.93,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,86.75,Rajkanika,0.05,0.54,0.24,0.17,6.52,6.65,6.77,16.64,9.75,4.82,2.6,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,20.75,87.0,Rajnagar,0.05,0.57,0.24,0.18,6.42,6.72,6.79,16.55,9.92,4.74,2.53,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,82.75,Jharbandha,0.06,0.07,0.13,0.0,0.68,3.3,6.65,4.59,13.56,2.51,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,83.0,Paikamal,0.23,0.18,0.19,0.0,1.68,5.38,8.84,6.53,10.0,1.54,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,83.25,Gaisilet,0.17,0.34,0.28,0.08,0.35,3.29,6.04,9.73,8.97,1.06,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,83.5,Dunguripali,0.21,0.41,0.03,0.1,0.38,1.8,4.29,9.82,12.78,2.52,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,83.75,Binika,0.07,0.85,0.06,0.05,0.46,1.87,6.19,13.58,11.12,2.23,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,84.0,Biramaharajpur,0.06,0.2,0.29,1.06,0.21,2.79,7.46,19.14,4.98,1.95,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,84.25,Rairakhol,0.02,0.36,0.92,0.85,0.04,4.97,10.38,16.47,6.33,4.82,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,84.5,Kishorenagar,0.06,0.31,0.09,0.12,0.84,3.42,6.33,8.15,8.58,1.25,0.0,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,84.75,Handapa,0.1,0.27,0.15,0.26,3.18,4.99,7.13,12.92,8.95,3.09,1.04,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,85.0,Kaniha,0.0,0.42,0.7,0.44,2.63,3.84,11.09,13.1,2.88,2.55,0.14,0.0
ODISHA,,2025-26,1.48,31.79,66.73,29.78,47.14,23.09,18.14,66.35,15.52,12.51,35.64,51.85,0.18,28.97,70.85,99.67,0.33,63.21,36.79,87.3,12.7,57.65,42.35,88.95,11.05,39.76,60.24,87.27,12.73,21.0,85.25,Talcher Sadar,0.0,0.95,0.8,0.36,2.68,4.01,12.29,12.05,3.02,1.65,0.27,0.0
